project_id,project_name,sector,ministry,state,implementing_agency,original_cost,revised_cost,current_expenditure,planned_start_date,planned_completion_date,revised_completion_date,actual_completion_date,month,physical_progress_percentage,financial_progress_percentage,milestone_status,delay_months,source_report,source_url
N24000857,WIDENING AND UP- GRADATION TO 2- LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,,,,NHIDCL,519.09,785.65,644.3,,2023-04-01,2024-11-01,,2024-06-30,88.0,82.0085,,19.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N24000857,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,,,,NHIDCL,519.09,785.65,649.83,,2023-04-01,2025-01-01,,2024-10-31,90.0,82.7124,,21.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24000857,WIDENING AND UP-GRADATION AND         TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,,,,NHIDCL,519.09,785.65,657.51,,2023-04-01,2025-01-01,,2024-11-30,90.12,83.6899,,21.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24000858,WIDENING AND UP- GRADATION TO 2- LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,,,,NHIDCL,640.07,990.88,1189.51,,2023-07-01,2024-07-01,,2024-06-30,99.0,92.4717,,12.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N24000858,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,,,,NHIDCL,640.07,990.88,1217.65,,2023-07-01,2024-07-01,,2024-10-31,98.9,94.6593,,12.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24000858,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,,,,NHIDCL,640.07,990.88,1217.65,,2023-07-01,2024-05-01,,2024-11-30,98.9,94.6593,,10.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24000859,WIDENING AND UP- GRADATION TO 2- LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,,,,NHIDCL,642.96,988.23,723.15,,2023-06-01,2024-03-01,,2024-06-30,99.5,73.1763,,9.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N24000859,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,,,,NHIDCL,642.96,988.23,729.84,,2023-06-01,2024-03-01,,2024-10-31,99.34,73.8533,,9.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24000859,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,,,,NHIDCL,642.96,988.23,729.84,,2023-06-01,2024-03-01,,2024-11-30,99.34,73.8533,,9.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24000861,WIDENING AND UP- R RATION AND IC MENTS FRO,,,,NHIDCL,473.18,688.25,508.98,,2023-04-01,2024-12-01,,2024-06-30,83.5,73.9528,,20.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N24000861,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,,,,NHIDCL,473.18,688.25,520.26,,2023-04-01,2025-02-01,,2024-10-31,84.88,75.5917,,22.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24000861,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,,,,NHIDCL,473.18,688.25,521.23,,2023-04-01,2025-02-01,,2024-11-30,85.1,75.7327,,22.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24000862,WIDENING AND UP- R RATION AND IC MENTS FRO,,,,NHIDCL,537.82,789.05,740.81,,2023-04-01,2024-12-01,,2024-06-30,90.0,93.8863,,20.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N24000862,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,,,,NHIDCL,537.82,789.05,747.56,,2023-04-01,2025-02-01,,2024-10-31,91.6,94.7418,,22.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24000862,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,,,,NHIDCL,537.82,789.05,752.9,,2023-04-01,2025-02-01,,2024-11-30,91.6,95.4185,,22.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24000863,WIDENING AND UP- R RATION AND IC MENTS FRO,,,,NHIDCL,518.53,906.76,777.33,,2023-06-01,2024-12-01,,2024-06-30,87.0,85.7261,,18.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N24000863,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,,,,NHIDCL,518.53,906.76,791.68,,2023-06-01,2025-03-01,,2024-10-31,89.25,87.3087,,21.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24000863,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,,,,NHIDCL,518.53,906.76,804.57,,2023-06-01,2025-03-01,,2024-11-30,90.15,88.7302,,21.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24000864,WIDENING AND UP- R RATION AND IC MENTS FRO,,,,NHIDCL,404.29,750.32,575.5,,2024-04-01,2024-12-01,,2024-06-30,82.0,76.7006,,8.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N24000864,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,,,,NHIDCL,404.29,750.32,593.23,,2024-04-01,2025-03-01,,2024-10-31,84.4,79.0636,,11.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24000864,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,,,,NHIDCL,404.29,750.32,599.84,,2024-04-01,2025-03-01,,2024-11-30,85.6,79.9446,,11.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24000865,WIDENING AND UP- R RATION AND IC MENTS FRO,,,,NHIDCL,428.11,746.39,567.8,,2023-09-01,2024-12-01,,2024-06-30,87.0,76.0728,,15.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N24000865,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,,,,NHIDCL,428.11,746.39,579.7,,2023-09-01,2025-03-01,,2024-10-31,87.3,77.6672,,18.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24000865,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,,,,NHIDCL,428.11,746.39,588.02,,2023-09-01,2025-03-01,,2024-11-30,87.7,78.7819,,18.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24000868,UP-GRADATION TO 4- ROAD OF NH-144A ESH VIHA,,,,NHIDCL,253.44,,177.63,,2021-07-01,2024-10-01,,2024-06-30,77.47,70.0876,,39.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N24000868,UP-GRADATION TO 4-LANE WITH PAVED SHOULDER OF JAMMU- AKHNOOR ROAD SECTION OF NH- 144A FROM GANESH VIHA,,,,NHIDCL,253.44,,180.32,,2021-07-01,2024-12-01,,2024-10-31,78.28,71.149,,41.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24000868,UP-GRADATION TO 4-LANE WITH PAVED SHOULDER OF JAMMU- AKHNOOR ROAD SECTION OF NH-144A FROM GANESH VIHA,,,,NHIDCL,253.44,,180.32,,2021-07-01,2025-06-01,,2024-11-30,78.83,71.149,,47.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24000870,UPGRADATION OF,,,,MoRTH,162.56,,141.26,,2018-03-01,2022-12-01,,2024-06-30,100.0,86.8971,,57.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N24000874,CONSTRUCTION OF NEW ROAD AT THE MISSING LINK PORTION OF NH-81 ALONG THE APPROVED ALIGNMENT BETWEEN H,,,,MoRTH,271.17,291.2,175.0,,2018-11-01,2024-10-01,,2024-06-30,76.02,60.0962,,71.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N24000874,CONSTRUCTION OF NEW ROAD AT THE MISSING LINK PORTION OF NH- 81 ALONG THE APPROVED ALIGNMENT BETWEEN H,,,,MoRTH,271.17,291.2,180.63,,2018-11-01,2024-12-01,,2024-10-31,76.9,62.0295,,73.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24000874,CONSTRUCTION OF NEW ROAD AT THE MISSING LINK PORTION OF NH-81 ALONG THE APPROVED ALIGNMENT BETWEEN H,,,,MoRTH,271.17,291.2,180.63,,2018-11-01,2024-12-01,,2024-11-30,77.81,62.0295,,73.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24000880,UPGRADATION OF NH- 81 WITH A MINIMUM OF 2-LANE WITH PAVED SHOULDER CONFIGURATION STARTING FROM KM 19.,,,,MoRTH,426.18,426.18,364.91,,2020-09-01,2024-09-01,,2024-06-30,86.77,85.6234,,48.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N24000880,UPGRADATION OF NH-81 WITH A MINIMUM OF 2-LANE WITH PAVED SHOULDER CONFIGURATION STARTING FROM KM 19.,,,,MoRTH,426.18,426.18,364.92,,2020-09-01,2024-11-01,,2024-10-31,90.29,85.6258,,50.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24000880,UPGRADATION OF NH-81 WITH A MINIMUM OF 2-LANE WITH PAVED SHOULDER CONFIGURATION STARTING FROM KM 19.,,,,MoRTH,426.18,426.18,364.92,,2020-09-01,2024-12-01,,2024-11-30,99.4,85.6258,,51.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24000885,CONSTRUCTION OF NNED LEVEL G AT KM N NH-60,,,,MoRTH,160.27,213.97,144.31,,2023-09-01,2024-07-01,,2024-06-30,98.5,67.444,,10.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N24000885,CONSTRUCTION OF ROB AND ITS APPROACHES IN LIEU OF UNMANNED LEVEL CROSSING AT,,,,MoRTH,160.27,213.97,144.31,,2023-09-01,2024-07-01,,2024-10-31,100.0,67.444,,10.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24000885,CONSTRUCTION OF ROB AND ITS APPROACHES IN LIEU OF UNMANNED LEVEL CROSSING,,,,MoRTH,160.27,,174.36,,2023-09-01,2024-12-01,,2024-11-30,100.0,81.4881,,15.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24000887,CONSTRUCTION OF ACEMENT OF G LEVEL G GATE N,,,,MoRTH,236.78,263.26,211.51,,2021-09-01,2024-07-01,,2024-06-30,97.27,80.3426,,34.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N24000887,CONSTRUCTION OF TWINS 2-LANE ROB AND ITS APPROACHES IN REPLACEMENT OF EXISTING LEVEL CROSSING GATE N,,,,MoRTH,236.78,263.26,232.54,,2021-09-01,2024-11-01,,2024-10-31,99.79,88.3309,,38.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24000887,CONSTRUCTION OF TWINS 2- LANE ROB AND ITS APPROACHES IN REPLACEMENT OF EXISTING LEVEL CROSSING GATE N,,,,MoRTH,236.78,263.26,232.54,,2021-09-01,2024-12-01,,2024-11-30,100.0,88.3309,,39.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24000892,2L+PS OF THIKRI,,,,MoRTH,249.05,,221.19,,2018-07-01,2023-09-01,,2024-06-30,100.0,88.8135,,62.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N24000892,2L+PS OF THIKRI ANJAD SECTION OF NH-347B,,,,,249.05,,221.19,,2018-07-01,2023-09-01,,2024-10-31,100.0,88.8135,,62.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24000892,2L+PS OF THIKRI ANJAD SECTION OF NH-347B,,,,,249.05,,221.19,,2018-07-01,2021-08-01,,2024-11-30,100.0,88.8135,,37.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24000902,FOUR LANING OF OF NH-54 OM KM O KM IN THE STATE,,,,NHIDCL,818.0,887.68,873.28,,2020-06-01,2024-04-01,,2024-06-30,100.0,98.3778,,46.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N24000902,FOUR LANING OF BALACHERA- HARANGAJAO SECTION OF NH-54 244.000 IN THE STATE,,,,NHIDCL,818.0,887.68,874.3,,2020-06-01,2024-04-01,,2024-10-31,100.0,98.4927,,46.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24000902,FOUR LANING OF BALACHERA- HARANGAJAO SECTION OF NH- 244.000 IN THE STATE,,,,NHIDCL,818.0,887.68,874.3,,2020-06-01,2024-04-01,,2024-11-30,100.0,98.4927,,46.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24000903,IMPROVEMENT/WIDENI NG TO 2-LANE WITH EARTHEN SHOULDERS FROM RANIKOR TO NONGJRI EXISTING CHAINAGE FROM,,,,NHIDCL,306.28,,233.31,,2022-03-01,2023-12-01,,2024-06-30,100.0,76.1754,,21.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N24000907,WIDENING AND ) HARYANA TO MOONAK- BUDHLADA,,,,MoRTH,293.1,,306.6,,2020-08-01,2024-07-01,,2024-06-30,0.0,97.3333,,47.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N24000907,WIDENING AND PAVED SHOULDER PUNJAB/HARYANA BORDER TO MOONAK-JAKHAL-BUDHLADA,,,,MoRTH,293.1,,306.6,,2020-08-01,2024-07-01,,2024-10-31,100.0,97.3333,,47.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24000907,WIDENING AND PAVED HARYANA) PUNJAB/HARYANA BORDER TO MOONAK-JAKHAL- BUDHLADA,,,,MoRTH,293.1,,306.6,,2020-08-01,2024-07-01,,2024-11-30,100.0,97.3333,,47.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24000909,JALANDHAR- NO. 3] ISTING KM TO KM 49.200,,,,MoRTH,1069.59,,739.08,,2019-10-01,2025-12-01,,2024-06-30,44.0,69.0994,,74.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N24000909,JALANDHAR-HOSHIARPUR SECTION OF NH-70 [NEW NH NO. FROM EXISTING KM 11.400 TO K 49.200,,,,MoRTH,1069.59,,739.08,,2019-10-01,2025-12-01,,2024-10-31,44.0,69.0994,,74.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24000909,JALANDHAR-HOSHIARPUR SECTION OF NH-70 [NEW NH NO. 3] FROM EXISTING KM 11.400 TO KM 49.200,,,,MoRTH,1069.59,,739.08,,2019-10-01,2025-12-01,,2024-11-30,44.0,69.0994,,74.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24000910,REHABILITATION AND R OF NH- OM MAKHU CH 0 000,,,,MoRTH,170.57,192.48,104.98,,2020-11-01,2024-06-01,,2024-06-30,78.7,69.9867,,43.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N24000910,REHABILITATION AND UP GRADATION TO 2 LANE WITH PAVED SHOULDER OF NH-703A,,,,MoRTH,170.57,192.48,104.98,,2020-11-01,2024-06-01,,2024-10-31,79.0,69.9867,,43.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24000910,REHABILITATION AND UP GRADATION TO 2 LANE WITH PAVED SHOULDER OF NH-703A,,,,MoRTH,170.57,192.48,104.98,,2020-11-01,2024-06-01,,2024-11-30,79.0,69.9867,,43.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24000912,WIDENING TO 2LPS F ODISHA.,,,,MoRTH,287.7,5.96,272.95,,2017-02-01,2024-09-01,,2024-06-30,95.73,92.9476,,91.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N24000912,WIDENING TO 2LPS FROM 0/0 TO 119/0 OF NH-157 IN THE STATE OF ODISHA.,,,,MoRTH,287.7,,272.95,,2017-02-01,2024-12-01,,2024-10-31,98.66,92.9476,,94.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24000912,WIDENING TO 2LPS FROM 0/0 TO 119/0 OF NH-157 IN THE STATE OF ODISHA.,,,,MoRTH,287.7,,274.44,,2017-02-01,2025-01-01,,2024-11-30,98.66,93.455,,95.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24000914,WIDENING TO 2LPS DA) IN THE F ODISHA,,,,MoRTH,223.5,,220.5,,2018-08-01,2024-07-01,,2024-06-30,92.0,98.6577,,71.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N24000914,WIDENING TO 2LPS FROM 239/9 TO KHURDA) IN THE STATE OF ODISHA,,,,MoRTH,223.5,,220.5,,2018-08-01,2025-03-01,,2024-10-31,92.0,98.6577,,79.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24000914,WIDENING TO 2LPS FROM 239/9 TO KHURDA) IN THE STATE OF ODISHA,,,,MoRTH,223.5,,220.5,,2018-08-01,2025-03-01,,2024-11-30,92.0,98.6577,,79.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24000917,WIDENING TO 2LPS TE OF,,,,MoRTH,199.16,,155.1,,2018-08-01,2024-08-01,,2024-06-30,97.88,77.8771,,72.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N24000917,WIDENING TO 2LPS FROM 269/30 TO 328/20 OF NH-49 IN THE STATE OF ODISHA,,,,MoRTH,199.16,,155.44,,2018-08-01,2024-12-01,,2024-10-31,98.0,78.0478,,76.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24000917,WIDENING TO 2LPS FROM 269/30 TO 328/20 OF NH-49 IN THE STATE OF ODISHA,,,,MoRTH,199.16,,155.44,,2018-08-01,2025-01-01,,2024-11-30,98.0,78.0478,,77.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24000925,CONSTRUCTION OF GADULI ODMA HOLAVIRA,,,,MoRTH,400.76,394.44,287.39,,2020-11-01,2024-09-01,,2024-06-30,87.0,72.8603,,46.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N24000925,CONSTRUCTION OF MISSING LINKS HAJIPIR ODMA KHAVDA DHOLAVIRA MAUVANA,,,,MoRTH,400.76,394.44,287.39,,2020-11-01,2024-09-01,,2024-10-31,87.0,72.8603,,46.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24000925,CONSTRUCTION OF MISSING LAKHPAT GADULI HAJIPIR ODMA KHAVDA DHOLAVIRA MAUVANA,,,,MoRTH,400.76,394.44,287.39,,2020-11-01,2024-09-01,,2024-11-30,87.0,72.8603,,46.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24000928,FOUR LANING OF ESIGN KM ESIGN CH,,,,MoRTH,333.21,,342.71,,2015-12-01,2021-01-01,,2024-06-30,100.0,96.9669,,61.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N24000929,REHABILITATION AND 44.930 TO LLI,,,,MoRTH,372.68,,274.76,,2017-02-01,2022-02-01,,2024-06-30,100.0,88.8127,,60.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N24000931,REHABILITATION AND 4.900 TO TO 69,,,,MoRTH,290.15,,205.02,,2017-05-01,2024-11-01,,2024-06-30,0.0,86.814,,90.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N24000931,REHABILITATION AND UPGRADATION OF EXISTING NH- 167 FROM KM 14.900 TO KM 70.0,,,,MoRTH,290.15,,205.02,,2017-05-01,2024-11-01,,2024-10-31,0.0,86.814,,90.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24000931,REHABILITATION AND UPGRADATION OF EXISTING NH- 167 FROM KM 14.900 TO KM 70.,,,,MoRTH,290.15,,205.02,,2017-05-01,2024-11-01,,2024-11-30,98.0,86.814,,90.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24000932,REHABILITATION AND TO 60/025,,,,MoRTH,319.28,,241.94,,2017-08-01,2022-07-01,,2024-06-30,100.0,75.7767,,59.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N24000937,REHABILITATION AND AINAGE TO 102.20 DURG,,,,MoRTH,289.67,290.0,254.19,,2018-08-01,2024-08-01,,2024-06-30,0.0,89.0988,,72.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N24000937,REHABILITATION AND UPGRADATION OF NEW NH-544DD FROM DESIGN CHAINAGE KM 56.00 TO 102.20 OF KALYANDURG,,,,MoRTH,289.67,290.0,254.19,,2018-08-01,2024-11-01,,2024-10-31,98.5,89.0988,,75.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24000937,REHABILITATION AND UPGRADATION OF NEW NH- 544DD FROM DESIGN CHAINAGE KM 56.00 TO 102.20 OF KALYANDURG,,,,MoRTH,289.67,290.0,254.19,,2018-08-01,2024-11-01,,2024-11-30,99.0,89.0988,,75.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
